holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,Date,Time,AM/PM,traffic_volume,Group
No Holiday,291.37,0,0,0,Clear,Sky is Clear,8/5/2016,2:00,AM,583,833
No Holiday,290.96,0,0,0,Clear,Sky is Clear,8/5/2016,3:00,AM,586,833
No Holiday,290.61,0,0,0,Clear,Sky is Clear,8/5/2016,4:00,AM,926,833
No Holiday,289.6,0,0,0,Clear,Sky is Clear,8/5/2016,5:00,AM,2756,833
No Holiday,289.17,0,0,0,Clear,Sky is Clear,8/5/2016,6:00,AM,4950,833
No Holiday,289.37,0,0,0,Clear,Sky is Clear,8/5/2016,7:00,AM,5720,833
No Holiday,291.05,0,0,0,Clear,Sky is Clear,8/5/2016,8:00,AM,5069,833
No Holiday,292.54,0,0,0,Clear,Sky is Clear,8/5/2016,9:00,AM,4510,833
No Holiday,293.61,0,0,0,Clear,Sky is Clear,8/5/2016,10:00,AM,4668,833
No Holiday,295.47,0,0,0,Clear,Sky is Clear,8/5/2016,11:00,AM,4694,833
No Holiday,296.47,0,0,0,Clear,Sky is Clear,8/5/2016,12:00,PM,5011,833
No Holiday,297,0,0,0,Clear,Sky is Clear,8/5/2016,1:00,PM,4781,833
No Holiday,296.69,0,0,0,Clear,Sky is Clear,8/5/2016,2:00,PM,5088,833
No Holiday,297.77,0,0,8,Clear,sky is clear,8/5/2016,3:00,PM,5382,833
No Holiday,298.11,0,0,8,Clear,sky is clear,8/5/2016,4:00,PM,5592,833
No Holiday,297.37,0,0,8,Clear,sky is clear,8/5/2016,5:00,PM,4947,833
No Holiday,296.9,0,0,0,Clear,Sky is Clear,8/5/2016,6:00,PM,4457,833
No Holiday,296.35,0,0,0,Clear,Sky is Clear,8/5/2016,7:00,PM,3516,833
No Holiday,294.51,0,0,0,Clear,Sky is Clear,8/5/2016,8:00,PM,2755,833
No Holiday,292.15,0,0,0,Clear,Sky is Clear,8/5/2016,9:00,PM,3021,833
No Holiday,291.03,0,0,0,Clear,Sky is Clear,8/5/2016,10:00,PM,3274,833
No Holiday,290.03,0,0,0,Clear,Sky is Clear,8/5/2016,11:00,PM,2497,833
No Holiday,289.47,0,0,0,Clear,Sky is Clear,8/6/2016,12:00,AM,1794,833
No Holiday,288.92,0,0,0,Clear,Sky is Clear,8/6/2016,1:00,AM,1178,833
No Holiday,288.47,0,0,0,Clear,Sky is Clear,8/6/2016,2:00,AM,896,833
No Holiday,288.74,0,0,0,Clear,Sky is Clear,8/6/2016,3:00,AM,642,833
No Holiday,287.91,0,0,0,Clear,Sky is Clear,8/6/2016,4:00,AM,680,833
No Holiday,287.25,0,0,0,Clear,Sky is Clear,8/6/2016,5:00,AM,1123,833
No Holiday,287.14,0,0,0,Clear,Sky is Clear,8/6/2016,6:00,AM,1885,833
No Holiday,288.19,0,0,0,Clear,Sky is Clear,8/6/2016,7:00,AM,2409,833
No Holiday,290.51,0,0,0,Clear,Sky is Clear,8/6/2016,8:00,AM,3151,833
No Holiday,292.6,0,0,0,Clear,Sky is Clear,8/6/2016,9:00,AM,4183,833
No Holiday,294.39,0,0,0,Clear,Sky is Clear,8/6/2016,10:00,AM,4721,833
No Holiday,296.48,0,0,0,Clear,Sky is Clear,8/6/2016,11:00,AM,4826,833
No Holiday,297.25,0,0,0,Clear,Sky is Clear,8/6/2016,12:00,PM,4805,833
No Holiday,298.25,0,0,0,Clear,Sky is Clear,8/6/2016,1:00,PM,4597,833
No Holiday,299.01,0,0,0,Clear,Sky is Clear,8/6/2016,2:00,PM,4773,833
No Holiday,299.8,0,0,0,Clear,Sky is Clear,8/6/2016,3:00,PM,4850,833
No Holiday,299.49,0,0,0,Clear,Sky is Clear,8/6/2016,4:00,PM,4482,833
No Holiday,298.86,0,0,0,Clear,Sky is Clear,8/6/2016,5:00,PM,4333,833
No Holiday,298.88,0,0,0,Clear,Sky is Clear,8/6/2016,6:00,PM,4175,833
No Holiday,297.91,0,0,0,Clear,Sky is Clear,8/6/2016,7:00,PM,3470,833
No Holiday,295.63,0,0,0,Clear,Sky is Clear,8/6/2016,8:00,PM,3544,833
No Holiday,292.93,0,0,0,Clear,Sky is Clear,8/6/2016,9:00,PM,3225,833
No Holiday,291.19,0,0,0,Clear,Sky is Clear,8/6/2016,10:00,PM,3069,833
No Holiday,290.53,0,0,0,Clear,Sky is Clear,8/6/2016,11:00,PM,2368,833
No Holiday,289.91,0,0,0,Clear,Sky is Clear,8/7/2016,12:00,AM,1875,833
No Holiday,289.47,0,0,0,Clear,Sky is Clear,8/7/2016,1:00,AM,1023,833
No Holiday,289.02,0,0,0,Clear,Sky is Clear,8/7/2016,2:00,AM,814,833
No Holiday,288.57,0,0,12,Clouds,few clouds,8/7/2016,3:00,AM,561,833
No Holiday,288.34,0,0,12,Clouds,few clouds,8/7/2016,4:00,AM,541,833
No Holiday,288.02,0,0,12,Clouds,few clouds,8/7/2016,5:00,AM,714,833
No Holiday,287.64,0,0,24,Clouds,few clouds,8/7/2016,6:00,AM,1038,833
No Holiday,288.64,0,0,24,Clouds,few clouds,8/7/2016,7:00,AM,1477,833
No Holiday,289.91,0,0,24,Clouds,few clouds,8/7/2016,8:00,AM,2028,833
No Holiday,293.38,0,0,8,Clear,sky is clear,8/7/2016,9:00,AM,2897,833
No Holiday,295.47,0,0,8,Clear,sky is clear,8/7/2016,10:00,AM,3764,833
No Holiday,298,0,0,92,Clouds,overcast clouds,8/7/2016,11:00,AM,4185,833
No Holiday,298.82,0,0,36,Clouds,scattered clouds,8/7/2016,12:00,PM,4984,833
No Holiday,299.59,0,0,36,Clouds,scattered clouds,8/7/2016,1:00,PM,4799,833
No Holiday,300.48,0,0,36,Clouds,scattered clouds,8/7/2016,2:00,PM,4693,833
No Holiday,301.49,0,0,56,Clouds,broken clouds,8/7/2016,3:00,PM,4673,833
No Holiday,301.35,0,0,56,Clouds,broken clouds,8/7/2016,4:00,PM,4586,833
No Holiday,300.68,0,0,56,Clouds,broken clouds,8/7/2016,5:00,PM,4593,833
No Holiday,299.92,0,0,0,Clear,Sky is Clear,8/7/2016,6:00,PM,4350,833
No Holiday,298.93,0,0,0,Clear,Sky is Clear,8/7/2016,7:00,PM,3838,833
No Holiday,295.99,0,0,0,Clear,Sky is Clear,8/7/2016,8:00,PM,3353,833
No Holiday,294.38,0,0,0,Clear,Sky is Clear,8/7/2016,9:00,PM,2777,833
No Holiday,293.11,0,0,0,Clear,Sky is Clear,8/7/2016,10:00,PM,2628,833
No Holiday,292.29,0,0,0,Clear,Sky is Clear,8/7/2016,11:00,PM,1702,833
No Holiday,291.93,0,0,0,Clear,Sky is Clear,8/8/2016,12:00,AM,848,833
No Holiday,291.81,0,0,0,Clear,Sky is Clear,8/8/2016,1:00,AM,660,833
No Holiday,291.36,0,0,0,Clear,Sky is Clear,8/8/2016,2:00,AM,440,833
No Holiday,290.8,0,0,0,Clear,Sky is Clear,8/8/2016,3:00,AM,457,833
No Holiday,289.94,0,0,0,Clear,Sky is Clear,8/8/2016,4:00,AM,966,833
No Holiday,289.61,0,0,0,Clear,Sky is Clear,8/8/2016,5:00,AM,2812,833
No Holiday,289.5,0,0,0,Clear,Sky is Clear,8/8/2016,6:00,AM,5151,833
No Holiday,290.51,0,0,0,Clear,Sky is Clear,8/8/2016,7:00,AM,5738,833
No Holiday,292.98,0,0,12,Clouds,few clouds,8/8/2016,8:00,AM,5366,833
No Holiday,294.81,0,0,12,Clouds,few clouds,8/8/2016,9:00,AM,4386,833
No Holiday,296.28,0,0,12,Clouds,few clouds,8/8/2016,10:00,AM,4061,833
No Holiday,297.71,0,0,20,Clouds,few clouds,8/8/2016,11:00,AM,4266,833
No Holiday,298.83,0,0,8,Clear,sky is clear,8/8/2016,12:00,PM,4473,833
No Holiday,299.58,0,0,8,Clear,sky is clear,8/8/2016,1:00,PM,4747,833
No Holiday,299.95,0,0,8,Clear,sky is clear,8/8/2016,2:00,PM,4748,833
No Holiday,300.71,0,0,8,Clear,sky is clear,8/8/2016,3:00,PM,5110,833
No Holiday,300.37,0,0,8,Clear,sky is clear,8/8/2016,4:00,PM,5828,833
No Holiday,300.04,0,0,8,Clear,sky is clear,8/8/2016,5:00,PM,5430,833
No Holiday,299.6,0,0,0,Clear,Sky is Clear,8/8/2016,6:00,PM,4093,833
No Holiday,298.6,0,0,0,Clear,Sky is Clear,8/8/2016,7:00,PM,2935,833
No Holiday,296.83,0,0,0,Clear,Sky is Clear,8/8/2016,8:00,PM,2542,833
No Holiday,295.16,0,0,24,Clouds,few clouds,8/8/2016,9:00,PM,2197,833
No Holiday,294.25,0,0,24,Clouds,few clouds,8/8/2016,10:00,PM,1566,833
No Holiday,294.04,0,0,24,Clouds,few clouds,8/8/2016,11:00,PM,1082,833
No Holiday,293.82,0,0,64,Clouds,broken clouds,8/9/2016,12:00,AM,662,833
No Holiday,294.06,0,0,64,Clouds,broken clouds,8/9/2016,1:00,AM,554,833
No Holiday,293.61,0,0,64,Clouds,broken clouds,8/9/2016,2:00,AM,440,833
No Holiday,293.03,0.6,0,64,Rain,light rain,8/9/2016,3:00,AM,484,833
No Holiday,292.92,0.3,0,64,Rain,light rain,8/9/2016,4:00,AM,986,833
No Holiday,292.63,0,0,64,Clouds,broken clouds,8/9/2016,5:00,AM,2999,833
No Holiday,295.59,0,0,64,Clouds,broken clouds,8/9/2016,6:00,AM,5396,833
No Holiday,295.59,0,0,64,Clouds,broken clouds,8/9/2016,7:00,AM,6148,833
No Holiday,295.59,0,0,64,Clouds,broken clouds,8/9/2016,8:00,AM,4748,833
No Holiday,299.001,0,0,68,Clouds,broken clouds,8/9/2016,9:00,AM,4334,833
No Holiday,299.001,0,0,68,Clouds,broken clouds,8/9/2016,10:00,AM,4107,833
No Holiday,299.001,0,0,68,Clouds,broken clouds,8/9/2016,11:00,AM,4239,833
No Holiday,302.588,0,0,20,Clouds,few clouds,8/9/2016,12:00,PM,4478,833
No Holiday,302.588,0,0,20,Clouds,few clouds,8/9/2016,1:00,PM,4414,833
No Holiday,302.588,0,0,20,Clouds,few clouds,8/9/2016,2:00,PM,4525,833
No Holiday,304.775,0,0,8,Clear,sky is clear,8/9/2016,3:00,PM,4694,833
No Holiday,304.775,0,0,8,Clear,sky is clear,8/9/2016,4:00,PM,6074,833
No Holiday,304.775,0,0,8,Clear,sky is clear,8/9/2016,5:00,PM,5617,833
No Holiday,304.399,0,0,0,Clear,Sky is Clear,8/9/2016,6:00,PM,4214,833
No Holiday,304.399,0,0,0,Clear,Sky is Clear,8/9/2016,7:00,PM,3032,833
No Holiday,304.399,0,0,0,Clear,Sky is Clear,8/9/2016,8:00,PM,2639,833
No Holiday,299.781,0,0,0,Clear,Sky is Clear,8/9/2016,9:00,PM,2766,833
No Holiday,299.781,0,0,0,Clear,Sky is Clear,8/9/2016,10:00,PM,2781,833
No Holiday,299.781,0,0,0,Clear,Sky is Clear,8/9/2016,11:00,PM,2634,833
No Holiday,297.31,0,0,0,Clear,Sky is Clear,8/10/2016,12:00,AM,811,833
No Holiday,297.04,0,0,0,Clear,Sky is Clear,8/10/2016,1:00,AM,534,833
No Holiday,296.83,0,0,0,Clear,Sky is Clear,8/10/2016,2:00,AM,443,833
No Holiday,296.59,0,0,36,Clouds,scattered clouds,8/10/2016,3:00,AM,485,833
No Holiday,296.43,0,0,36,Clouds,scattered clouds,8/10/2016,4:00,AM,1045,833
No Holiday,297.66,0,0,36,Clouds,scattered clouds,8/10/2016,5:00,AM,2899,833
No Holiday,295.58,0,0,0,Clear,Sky is Clear,8/10/2016,6:00,AM,5218,833
No Holiday,295.37,0,0,0,Clear,Sky is Clear,8/10/2016,7:00,AM,6200,833
No Holiday,295.7,0,0,0,Clear,Sky is Clear,8/10/2016,8:00,AM,5686,833
No Holiday,296.8,0,0,0,Clear,Sky is Clear,8/10/2016,9:00,AM,4255,833
No Holiday,298.45,0,0,0,Clear,Sky is Clear,8/10/2016,10:00,AM,4119,833
No Holiday,300.65,0,0,0,Clear,Sky is Clear,8/10/2016,11:00,AM,4146,833
No Holiday,301.67,0,0,0,Clear,Sky is Clear,8/10/2016,12:00,PM,4283,833
No Holiday,303.8,0,0,0,Clear,Sky is Clear,8/10/2016,1:00,PM,4243,833
No Holiday,304.49,0,0,0,Clear,Sky is Clear,8/10/2016,2:00,PM,4443,833
No Holiday,304.6,0,0,0,Clear,Sky is Clear,8/10/2016,3:00,PM,4626,833
No Holiday,304.37,0,0,0,Clear,Sky is Clear,8/10/2016,4:00,PM,6010,833
No Holiday,302.59,0,0,0,Clear,Sky is Clear,8/10/2016,5:00,PM,6033,833
No Holiday,301.49,0,0,12,Clouds,few clouds,8/10/2016,6:00,PM,4554,833
No Holiday,299.06,0,0,12,Clouds,few clouds,8/10/2016,7:00,PM,3390,833
No Holiday,295.87,5.08,0,12,Rain,heavy intensity rain,8/10/2016,8:00,PM,2505,833
No Holiday,292.7,18.42,0,80,Rain,very heavy rain,8/10/2016,9:00,PM,1904,833
No Holiday,292.81,1.78,0,80,Rain,moderate rain,8/10/2016,10:00,PM,1791,833
No Holiday,293.12,5.06,0,80,Rain,heavy intensity rain,8/10/2016,11:00,PM,1089,833
No Holiday,292.82,1.49,0,36,Rain,moderate rain,8/11/2016,12:00,AM,814,833
No Holiday,292.38,3.3,0,36,Rain,moderate rain,8/11/2016,1:00,AM,539,833
No Holiday,292.59,1.95,0,36,Rain,moderate rain,8/11/2016,2:00,AM,442,833
No Holiday,292.58,9,0,8,Rain,heavy intensity rain,8/11/2016,3:00,AM,478,833
No Holiday,292.82,3.94,0,8,Rain,moderate rain,8/11/2016,4:00,AM,941,833
No Holiday,292.72,8.86,0,8,Rain,heavy intensity rain,8/11/2016,5:00,AM,2736,833
No Holiday,292.6,1.52,0,32,Rain,moderate rain,8/11/2016,6:00,AM,4953,833
No Holiday,292.71,0.25,0,32,Rain,light rain,8/11/2016,7:00,AM,5863,833
No Holiday,293.02,0,0,32,Rain,moderate rain,8/11/2016,8:00,AM,5568,833
No Holiday,293.98,0,0,76,Rain,moderate rain,8/11/2016,9:00,AM,4785,833
No Holiday,294.47,0,0,76,Rain,moderate rain,8/11/2016,10:00,AM,4369,833
No Holiday,296.28,0,0,44,Clouds,scattered clouds,8/11/2016,11:00,AM,4696,833
No Holiday,296.91,0,0,44,Clouds,scattered clouds,8/11/2016,12:00,PM,4622,833
No Holiday,299.24,0,0,44,Clouds,scattered clouds,8/11/2016,1:00,PM,4643,833
No Holiday,299.29,0,0,76,Clouds,broken clouds,8/11/2016,2:00,PM,5154,833
No Holiday,300.59,0,0,76,Clouds,broken clouds,8/11/2016,3:00,PM,5365,833
No Holiday,299.75,0,0,76,Clouds,broken clouds,8/11/2016,4:00,PM,6048,833
No Holiday,299.82,0,0,88,Rain,light rain,8/11/2016,5:00,PM,5648,833
No Holiday,299.18,0,0,88,Rain,light rain,8/11/2016,6:00,PM,4252,833
No Holiday,298.46,0,0,88,Rain,light rain,8/11/2016,7:00,PM,3353,833
No Holiday,297.31,0,0,88,Rain,light rain,8/11/2016,8:00,PM,2859,833
No Holiday,296.47,0,0,88,Rain,light rain,8/11/2016,9:00,PM,3055,833
No Holiday,295.7,0,0,88,Rain,light rain,8/11/2016,10:00,PM,2726,833
No Holiday,295.26,0,0,88,Rain,light rain,8/11/2016,11:00,PM,1358,833
No Holiday,295.22,0,0,92,Rain,light rain,8/12/2016,12:00,AM,874,833
No Holiday,295.03,0,0,92,Rain,light rain,8/12/2016,1:00,AM,556,833
No Holiday,294.77,0,0,76,Rain,light rain,8/12/2016,2:00,AM,436,833
No Holiday,294.36,0,0,76,Rain,light rain,8/12/2016,3:00,AM,549,833
No Holiday,293.81,0,0,76,Rain,light rain,8/12/2016,4:00,AM,1056,833
No Holiday,293.77,0,0,92,Clouds,overcast clouds,8/12/2016,5:00,AM,2864,833
No Holiday,293.36,0,0,92,Clouds,overcast clouds,8/12/2016,6:00,AM,5232,833
No Holiday,293.37,0,0,92,Clouds,overcast clouds,8/12/2016,7:00,AM,6034,833
No Holiday,294.13,0,0,88,Clouds,overcast clouds,8/12/2016,8:00,AM,5393,833
No Holiday,295.04,0,0,88,Clouds,overcast clouds,8/12/2016,9:00,AM,4497,833
No Holiday,295.78,0,0,88,Clouds,overcast clouds,8/12/2016,10:00,AM,4222,833
No Holiday,295.65,0,0,12,Clouds,few clouds,8/12/2016,11:00,AM,4394,833
No Holiday,295.99,0,0,12,Clouds,few clouds,8/12/2016,12:00,PM,4520,833
No Holiday,297.73,0,0,12,Clouds,few clouds,8/12/2016,1:00,PM,4568,833
No Holiday,298.15,0,0,48,Clouds,scattered clouds,8/12/2016,2:00,PM,4773,833
No Holiday,297.26,0,0,48,Clouds,scattered clouds,8/12/2016,3:00,PM,5442,833
No Holiday,295.88,1.34,0,48,Rain,moderate rain,8/12/2016,4:00,PM,5729,833
No Holiday,294.58,5.99,0,68,Rain,heavy intensity rain,8/12/2016,5:00,PM,4877,833
No Holiday,293.99,8,0,68,Rain,heavy intensity rain,8/12/2016,6:00,PM,3942,833
No Holiday,293.54,1.27,0,68,Rain,moderate rain,8/12/2016,7:00,PM,3045,833
No Holiday,293.48,0,0,68,Rain,light rain,8/12/2016,8:00,PM,2620,833
No Holiday,293.06,0,0,0,Rain,light rain,8/12/2016,9:00,PM,2611,833
No Holiday,292.83,0,0,0,Rain,light rain,8/12/2016,10:00,PM,2451,833
No Holiday,292.5,0,0,0,Rain,light rain,8/12/2016,11:00,PM,1752,833
No Holiday,292.16,0,0,0,Clear,Sky is Clear,8/13/2016,12:00,AM,1721,833
No Holiday,291.92,0.25,0,0,Rain,light rain,8/13/2016,1:00,AM,1165,833
No Holiday,292.04,0,0,0,Clear,Sky is Clear,8/13/2016,2:00,AM,692,833
No Holiday,291.01,1.2,0,0,Rain,moderate rain,8/13/2016,3:00,AM,404,833
No Holiday,290.2,0,0,0,Clear,Sky is Clear,8/13/2016,4:00,AM,294,833
No Holiday,289.71,0,0,0,Clear,Sky is Clear,8/13/2016,5:00,AM,508,833
No Holiday,289.67,0.25,0,0,Rain,light rain,8/13/2016,6:00,AM,862,833
No Holiday,289.69,0,0,0,Clear,Sky is Clear,8/13/2016,7:00,AM,1115,833
No Holiday,290.8,0,0,0,Clear,Sky is Clear,8/13/2016,8:00,AM,1741,833
No Holiday,291.93,0,0,0,Clear,Sky is Clear,8/13/2016,9:00,AM,2687,833
No Holiday,294.61,0,0,0,Clear,Sky is Clear,8/13/2016,10:00,AM,3586,833
No Holiday,296.71,0,0,8,Clear,sky is clear,8/13/2016,11:00,AM,4009,833
No Holiday,297.43,0,0,8,Clear,sky is clear,8/13/2016,12:00,PM,4037,833
No Holiday,299.13,0,0,8,Clear,sky is clear,8/13/2016,1:00,PM,4040,833
No Holiday,299.04,0,0,12,Clouds,few clouds,8/13/2016,2:00,PM,4203,833
No Holiday,299.66,0,0,12,Clouds,few clouds,8/13/2016,3:00,PM,4195,833
No Holiday,298.96,0,0,12,Clouds,few clouds,8/13/2016,4:00,PM,4226,833
No Holiday,298.83,0,0,8,Clear,sky is clear,8/13/2016,5:00,PM,4001,833
No Holiday,297.86,0,0,8,Clear,sky is clear,8/13/2016,6:00,PM,3942,833
No Holiday,296.6,0,0,8,Clear,sky is clear,8/13/2016,7:00,PM,3782,833
No Holiday,294.53,0,0,8,Clear,sky is clear,8/13/2016,8:00,PM,3650,833
No Holiday,293.14,0,0,12,Clouds,few clouds,8/13/2016,9:00,PM,3258,833
No Holiday,292.7,0,0,12,Clouds,few clouds,8/13/2016,10:00,PM,3292,833
No Holiday,291.99,0,0,12,Clouds,few clouds,8/13/2016,11:00,PM,2239,833
No Holiday,291.17,0,0,24,Clouds,few clouds,8/14/2016,12:00,AM,1721,833
No Holiday,290.7,0,0,24,Clouds,few clouds,8/14/2016,1:00,AM,1165,833
No Holiday,290.14,0,0,32,Clouds,scattered clouds,8/14/2016,2:00,AM,692,833
No Holiday,290.13,0,0,32,Clouds,scattered clouds,8/14/2016,3:00,AM,404,833
No Holiday,289.48,0,0,32,Clouds,scattered clouds,8/14/2016,4:00,AM,294,833
No Holiday,289.03,0,0,36,Clouds,scattered clouds,8/14/2016,5:00,AM,468,833
No Holiday,288.76,0,0,36,Clouds,scattered clouds,8/14/2016,6:00,AM,791,833
No Holiday,289.27,0,0,36,Clouds,scattered clouds,8/14/2016,7:00,AM,1021,833
No Holiday,290.36,0,0,0,Clear,Sky is Clear,8/14/2016,8:00,AM,1591,833
No Holiday,293.25,0,0,0,Clear,Sky is Clear,8/14/2016,9:00,AM,2452,833
No Holiday,294.62,0,0,0,Clear,Sky is Clear,8/14/2016,10:00,AM,3046,833
No Holiday,297.69,0,0,0,Clear,Sky is Clear,8/14/2016,11:00,AM,3830,833
No Holiday,298.24,0,0,0,Clear,Sky is Clear,8/14/2016,12:00,PM,4187,833
No Holiday,299.48,0,0,0,Clear,Sky is Clear,8/14/2016,1:00,PM,3874,833
No Holiday,299.88,0,0,0,Clear,Sky is Clear,8/14/2016,2:00,PM,4243,833
No Holiday,300.48,0,0,0,Clear,Sky is Clear,8/14/2016,3:00,PM,4229,833
No Holiday,300.22,0,0,0,Clear,Sky is Clear,8/14/2016,4:00,PM,4282,833
No Holiday,299.35,0,0,0,Clear,Sky is Clear,8/14/2016,5:00,PM,3892,833
No Holiday,298.58,0,0,0,Clear,Sky is Clear,8/14/2016,6:00,PM,3788,833
No Holiday,297.37,0,0,0,Clear,Sky is Clear,8/14/2016,7:00,PM,3510,833
No Holiday,294.94,0,0,0,Clear,Sky is Clear,8/14/2016,8:00,PM,3282,833
No Holiday,293.04,0,0,0,Clear,Sky is Clear,8/14/2016,9:00,PM,2601,833
No Holiday,291.55,0,0,0,Clear,Sky is Clear,8/14/2016,10:00,PM,2031,833
No Holiday,291.35,0,0,0,Clear,Sky is Clear,8/14/2016,11:00,PM,1311,833
No Holiday,290.8,0,0,0,Clear,Sky is Clear,8/15/2016,12:00,AM,616,833
No Holiday,290.37,0,0,0,Clear,Sky is Clear,8/15/2016,1:00,AM,393,833
No Holiday,290.36,0,0,0,Clear,Sky is Clear,8/15/2016,2:00,AM,270,833
No Holiday,289.8,0,0,0,Clear,Sky is Clear,8/15/2016,3:00,AM,314,833
No Holiday,289.48,0,0,0,Clear,Sky is Clear,8/15/2016,4:00,AM,859,833
No Holiday,289.17,0,0,0,Clear,Sky is Clear,8/15/2016,5:00,AM,2739,833
No Holiday,290.38,0,0,0,Clear,Sky is Clear,8/15/2016,6:00,AM,5016,833
No Holiday,289.35,0,0,0,Clear,Sky is Clear,8/15/2016,7:00,AM,5876,833
No Holiday,291.59,0,0,0,Clear,Sky is Clear,8/15/2016,8:00,AM,5284,833
No Holiday,293.63,0,0,0,Clear,Sky is Clear,8/15/2016,9:00,AM,4322,833
No Holiday,296.41,0,0,0,Clear,Sky is Clear,8/15/2016,10:00,AM,4201,833
No Holiday,297.63,0,0,0,Clear,Sky is Clear,8/15/2016,11:00,AM,4344,833
No Holiday,298.81,0,0,0,Clear,Sky is Clear,8/15/2016,12:00,PM,4510,833
No Holiday,300.27,0,0,0,Clear,Sky is Clear,8/15/2016,1:00,PM,4800,833
No Holiday,300.27,0,0,8,Clear,sky is clear,8/15/2016,2:00,PM,4730,833
No Holiday,300.23,0,0,8,Clear,sky is clear,8/15/2016,3:00,PM,5014,833
No Holiday,299.13,0,0,8,Clear,sky is clear,8/15/2016,4:00,PM,5982,833
No Holiday,298.67,0,0,24,Clouds,few clouds,8/15/2016,5:00,PM,5421,833
No Holiday,298.53,0,0,24,Clouds,few clouds,8/15/2016,6:00,PM,3903,833
No Holiday,297.28,0,0,24,Clouds,few clouds,8/15/2016,7:00,PM,2900,833
No Holiday,295.81,0,0,24,Clouds,few clouds,8/15/2016,8:00,PM,2605,833
No Holiday,294.13,0,0,0,Clear,Sky is Clear,8/15/2016,9:00,PM,2132,833
No Holiday,293.86,0,0,0,Clear,Sky is Clear,8/15/2016,10:00,PM,1545,833
No Holiday,293.39,0,0,0,Clear,Sky is Clear,8/15/2016,11:00,PM,971,833
No Holiday,292.84,0,0,0,Clear,Sky is Clear,8/16/2016,12:00,AM,637,833
No Holiday,292.37,0,0,0,Clear,Sky is Clear,8/16/2016,1:00,AM,406,833
No Holiday,292.84,0,0,12,Clouds,few clouds,8/16/2016,2:00,AM,271,833
No Holiday,292.64,0,0,12,Clouds,few clouds,8/16/2016,3:00,AM,349,833
No Holiday,291.93,0,0,12,Clouds,few clouds,8/16/2016,4:00,AM,824,833
No Holiday,291.96,0,0,32,Clouds,scattered clouds,8/16/2016,5:00,AM,2908,833
No Holiday,291.81,0,0,32,Clouds,scattered clouds,8/16/2016,6:00,AM,5291,833
No Holiday,292.16,0,0,32,Clouds,scattered clouds,8/16/2016,7:00,AM,5969,833
No Holiday,293.69,0,0,48,Clouds,scattered clouds,8/16/2016,8:00,AM,5373,833
No Holiday,296.26,0,0,48,Clouds,scattered clouds,8/16/2016,9:00,AM,4759,833
No Holiday,297.7,0,0,48,Clouds,scattered clouds,8/16/2016,10:00,AM,4454,833
No Holiday,300.23,0,0,0,Clear,Sky is Clear,8/16/2016,11:00,AM,4553,833
No Holiday,301.14,0,0,0,Clear,Sky is Clear,8/16/2016,12:00,PM,4646,833
No Holiday,300.7,0,0,0,Clear,Sky is Clear,8/16/2016,1:00,PM,4514,833
No Holiday,300.51,0,0,0,Clear,Sky is Clear,8/16/2016,2:00,PM,4838,833
No Holiday,300.44,0,0,0,Clear,Sky is Clear,8/16/2016,3:00,PM,5254,833
No Holiday,298.88,4.06,0,0,Rain,heavy intensity rain,8/16/2016,4:00,PM,5860,833
No Holiday,297.71,31.75,0,0,Rain,very heavy rain,8/16/2016,5:00,PM,4913,833
No Holiday,296.15,0.28,0,0,Rain,light rain,8/16/2016,6:00,PM,3881,833
No Holiday,294.08,3.05,0,0,Rain,moderate rain,8/16/2016,7:00,PM,2703,833
No Holiday,292.38,0,0,0,Clear,Sky is Clear,8/16/2016,8:00,PM,2445,833
No Holiday,291.94,0,0,0,Clear,Sky is Clear,8/16/2016,9:00,PM,2178,833
No Holiday,291.35,0,0,0,Clear,Sky is Clear,8/16/2016,10:00,PM,1718,833
No Holiday,290.8,0,0,0,Clear,Sky is Clear,8/16/2016,11:00,PM,1086,833
No Holiday,290.91,0,0,0,Clear,Sky is Clear,8/17/2016,12:00,AM,740,833
No Holiday,290.23,0,0,0,Clear,Sky is Clear,8/17/2016,1:00,AM,530,833
No Holiday,290.2,0,0,0,Clear,Sky is Clear,8/17/2016,2:00,AM,392,833
No Holiday,290.4,0.9,0,0,Rain,light rain,8/17/2016,3:00,AM,393,833
No Holiday,289.7,0,0,0,Clear,Sky is Clear,8/17/2016,4:00,AM,925,833
No Holiday,289.5,0,0,0,Clear,Sky is Clear,8/17/2016,5:00,AM,2841,833
No Holiday,288.99,0,0,0,Clear,Sky is Clear,8/17/2016,6:00,AM,5420,833
No Holiday,288.78,0,0,0,Clear,Sky is Clear,8/17/2016,7:00,AM,5657,833
No Holiday,291.62,0,0,0,Clear,Sky is Clear,8/17/2016,8:00,AM,5853,833
No Holiday,293.24,0,0,0,Clear,Sky is Clear,8/17/2016,9:00,AM,4681,833
No Holiday,295.02,0.25,0,0,Rain,light rain,8/17/2016,10:00,AM,4154,833
No Holiday,297.65,0,0,0,Clear,Sky is Clear,8/17/2016,11:00,AM,4484,833
No Holiday,300.02,0,0,0,Clear,Sky is Clear,8/17/2016,12:00,PM,4738,833
No Holiday,301.22,0,0,0,Clear,Sky is Clear,8/17/2016,1:00,PM,4584,833
No Holiday,302.04,0,0,0,Clear,Sky is Clear,8/17/2016,2:00,PM,5123,833
No Holiday,303.02,0,0,0,Clear,Sky is Clear,8/17/2016,3:00,PM,5219,833
